RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1080,47132658,BDFGQ,481,Germany,Male,55,9,215751.97,3,0,0,11808.8,0
1081,70749710,YYZOO,776,France,Female,26,1,7889.89,2,1,0,45589.85,0
1082,28492846,MTCXH,567,France,Female,88,6,244253.56,3,0,1,90463.94,0
1083,87652169,VYFVV,609,Germany,Male,34,6,49632.17,1,1,1,171089.94,0
1084,38088632,ZIYXR,350,Germany,Female,69,8,27580.57,2,1,1,169294.47,0
1085,29894388,KPYQA,420,France,Male,35,9,144242.91,3,1,0,45176.66,0
1086,52827417,IBWEY,827,France,Male,80,8,19996.49,1,1,1,37026.06,0
1087,98121122,REZEB,527,Germany,Female,50,8,150613.32,3,1,0,168593.46,0
1088,45453171,UOXRC,806,Germany,Male,21,5,212656.66,3,1,0,112872.52,0
1089,36395160,TGTUK,538,Germany,Male,69,7,11974.51,3,0,1,129086.25,0
1090,94903513,BVDOR,640,France,Female,26,8,199967.15,2,0,0,163749.15,0
1091,68435658,NRBCY,357,Germany,Female,81,6,98619.36,3,0,1,50231.83,0
1092,81769893,OPUKR,602,Spain,Female,47,3,39872.66,1,1,1,35932.11,0
1093,21149697,LOQZR,757,France,Female,25,3,44024.12,3,0,1,173218.41,0
1094,23757649,KISVV,816,Germany,Male,22,5,229691.14,3,1,0,31237.08,0
1095,61913178,WIQKT,641,France,Female,80,3,27651.44,2,0,0,26754.36,0
1096,90535969,PPDPJ,783,Spain,Female,18,6,216695.7,3,1,0,62644.28,1
1097,62418906,HSNYH,593,France,Male,32,7,136061.16,1,0,0,70201.28,0
1098,73213072,QASTR,472,Germany,Male,55,7,9764.04,1,1,1,55815.72,0
1099,35146282,UEQRJ,648,Spain,Male,59,7,116119.04,3,1,0,150908.42,0
1100,16857658,LSTLL,632,Spain,Male,63,1,204362.38,1,0,1,194937.28,0
1101,74164715,APZZF,381,Germany,Female,70,9,181550.7,1,1,0,47922.36,1
1102,37915002,ENLUY,683,Germany,Female,43,1,122195.6,3,0,1,158551.92,1
1103,78105394,FKFHE,726,Germany,Male,78,1,215012.47,1,0,1,18406.02,1
1104,96487703,GXLUS,495,France,Male,84,1,30091.19,1,0,0,32591.51,0
1105,74991256,BNVDX,505,France,Male,71,3,227485.26,3,0,1,107872.31,0
1106,49785651,KUFAV,762,France,Male,39,4,211610.3,2,1,0,199925.69,0
1107,64440645,XCVKH,365,Germany,Female,43,3,177069.21,2,0,0,190379.47,0
1108,21292148,DPGRO,704,Germany,Male,77,4,204471.94,3,1,1,31269.16,1
1109,46919127,PDXNG,396,France,Female,56,3,135953.88,2,1,0,55540.51,0
1110,90074928,RLNRU,600,Spain,Male,53,6,168790.61,2,1,1,189700.45,0
1111,87688894,DIZFN,536,France,Female,38,9,140149.52,2,0,0,38637.54,1
1112,41199893,BIKFO,380,Spain,Female,58,0,88857.13,2,1,1,151129.91,1
1113,15786265,EJIME,609,Germany,Female,65,0,142215.2,3,1,1,10210.52,1
1114,66240283,UQFDY,770,Germany,Female,43,1,64366.33,2,0,0,130025.3,0
1115,41299028,LQKYZ,366,France,Male,80,0,110069.79,2,1,0,103974.08,1
1116,75170480,LLZYO,388,France,Female,53,9,70193.85,3,1,1,99494.8,0
1117,39168464,XCXKY,653,Germany,Male,41,9,30721.95,3,1,0,167546.43,0
1118,45966581,BIOQB,779,France,Female,38,2,80465.46,2,1,1,25339.53,0
1119,82507733,IMFQO,823,Germany,Female,35,5,212996.8,1,1,0,81693.11,1
1120,26405566,UXWSJ,781,Germany,Male,32,9,95270.19,3,0,1,94747.32,0
1121,19427504,HFTAA,388,Spain,Male,23,5,187000.91,3,0,0,33546.05,0
1122,88795078,LORSY,838,France,Female,60,0,43799.46,2,0,1,26276.64,0
1123,17022336,EKHPX,481,Germany,Female,48,5,106104.79,1,0,0,44126.72,0
1124,29655820,PJVAP,379,France,Male,45,4,28714.02,3,0,0,55799.07,0
1125,98213938,HJVKW,507,Spain,Female,25,6,34655.27,3,1,1,193551.51,0
1126,89594423,WRIUU,627,Spain,Male,46,5,154359.09,3,0,1,100366.61,1
1127,34210749,JBGXJ,552,France,Male,38,6,151870.45,1,1,1,106954.92,0
1128,85761695,EIEZR,415,France,Male,75,1,53342.98,3,1,1,144329.66,0
1129,23691164,ZRHFH,457,Germany,Female,77,0,118605.8,3,0,1,140010.69,0
1130,32761900,MQLAI,617,Spain,Female,67,6,215826.54,1,0,1,105527.71,0
1131,21707868,VYETZ,571,Spain,Male,48,8,43550.38,3,1,0,74569.29,0
1132,24246173,LMSDL,641,Spain,Male,64,1,4802.63,1,1,0,72899.82,0
1133,20055079,TSAOH,367,France,Male,51,6,162998.79,1,0,1,20965.04,0
1134,23781009,DPCXD,439,Germany,Male,19,2,13374.55,1,0,0,180929.73,0
1135,64952704,UZZBI,530,France,Female,84,5,244985.06,2,1,1,156184.96,0
1136,77812526,XYQLV,604,France,Male,89,2,152405.07,3,1,0,128435.22,1
1137,23769205,XTUDW,804,France,Female,69,9,117599.09,3,0,1,85255.53,1
1138,24013403,DTTPA,602,Germany,Male,24,4,107498.14,3,0,1,120668.49,1
1139,62991088,CJWVZ,606,France,Female,36,1,143267.66,1,0,0,102167.06,0
1140,75954738,VODXV,732,Spain,Female,32,7,22656.11,2,1,1,62047.65,0
1141,49648899,ZONYU,791,Spain,Female,65,7,232504.76,1,1,0,66728.82,0
1142,87462428,AWIDJ,695,Spain,Female,31,6,156410.52,3,1,0,176151.14,0
1143,65849014,UGZPY,436,Germany,Female,20,5,45994.62,1,1,0,130632.53,0
1144,47003110,LPGWN,439,France,Male,67,0,140645.26,2,0,0,10270.27,0
1145,23942402,QLISR,586,Germany,Male,71,7,33314.13,3,0,0,72105.64,0
1146,99097673,FAVMU,739,France,Female,23,0,4388.18,1,1,0,74589.64,0
1147,91602413,SKCMZ,419,Spain,Male,66,7,157629.25,2,1,0,144203.76,1
1148,20669435,VDCWH,393,France,Male,40,1,162120.84,1,0,0,143086.14,0
1149,93750880,ADIWQ,549,France,Male,37,7,145924.15,1,1,0,98189.42,0
1150,53728950,LZXSN,501,France,Male,77,9,45870.8,3,0,0,190686.09,0
1151,21484508,GXGWX,435,Germany,Male,62,3,150857.46,2,0,1,175723.54,0
1152,17449607,MIOZG,368,France,Male,78,6,14127.74,1,1,0,174580.04,0
1153,97929144,XVWPO,450,France,Male,73,4,152309.59,2,1,0,76170.45,0
1154,23839094,WRKBL,751,France,Female,19,7,138504.25,3,0,1,91889.96,0
1155,26701250,UYFCP,444,Germany,Male,62,5,163813.71,3,0,1,89602.77,0
1156,62934615,OSOKH,603,Germany,Male,57,4,223868.9,3,1,1,93650.71,0
1157,46992982,DMSYU,706,Germany,Male,41,0,212589.53,2,1,1,178950.05,1
1158,77185082,GITTH,379,France,Female,46,2,245163.55,2,1,0,57332.93,0
1159,33656190,XMGNZ,598,Spain,Female,84,9,244060.26,1,0,0,162417.06,1
1160,94656124,LBCIX,775,Spain,Male,85,8,193079.92,2,1,0,107667.6,0
1161,15579079,SYWTB,382,Spain,Female,83,8,239104.91,3,0,1,57326.0,1
1162,54489781,DVTMP,807,France,Female,71,4,216820.97,1,0,1,110185.82,0
1163,90170222,PXABY,578,Spain,Male,70,2,181895.61,2,1,0,47133.91,0
1164,39822180,LMJGE,361,Spain,Female,66,5,18846.06,3,0,1,30554.07,0
1165,63517362,BOTDG,467,Spain,Male,49,4,12262.47,3,1,0,169253.71,0
1166,93463150,GHAZX,699,France,Female,78,0,209399.89,1,1,1,142871.18,0
1167,18860935,PONIH,504,Spain,Male,59,1,122413.96,3,1,1,48946.01,0
1168,34444321,FQKZR,772,Spain,Female,18,4,203651.67,2,1,0,189036.0,0
1169,95808215,RQILB,742,France,Male,80,8,78229.57,3,1,0,14635.69,0
1170,25105101,EJNEL,595,Germany,Male,52,3,99412.46,1,0,0,73323.24,0
1171,50576287,EHDZX,754,Spain,Female,68,8,175046.68,3,1,1,14114.08,1
1172,61309687,QYKBK,681,Germany,Male,88,2,228831.68,3,0,1,37036.54,1
1173,86106218,YYCFY,596,Spain,Male,62,0,21940.37,2,1,0,44215.08,0
1174,39677043,UBLFG,378,France,Female,82,5,215369.54,2,1,0,163963.62,0
1175,60831524,OOLFC,510,Germany,Male,31,9,198253.18,2,1,0,198677.54,0
1176,79071029,PFZOE,584,Germany,Male,20,6,78884.82,2,1,1,174790.85,0
1177,85094484,IIRYY,539,Germany,Female,41,3,88804.15,3,0,1,130675.27,0
1178,10611213,QAFAM,466,Germany,Male,82,9,11615.37,2,1,0,147355.45,1
1179,61100382,ASVFW,620,Spain,Female,65,4,3935.15,3,1,0,109335.99,0
1180,59349430,AQIII,607,Spain,Male,27,3,119251.53,2,1,0,90283.29,0
1181,65842822,VTQUF,529,Germany,Female,30,2,23884.91,2,0,1,141512.1,0
1182,45393865,XSQEM,836,Spain,Female,90,0,48500.45,2,1,1,194892.17,0
1183,83678496,UBOOV,722,Germany,Male,31,5,211691.8,3,0,0,15489.87,1
1184,97558294,WNUOF,521,Germany,Female,27,9,142757.1,2,1,1,69676.14,0
1185,28803796,PCYSJ,787,France,Male,57,4,158408.11,3,1,0,72711.36,1
1186,16202258,OUOPM,623,Germany,Male,40,0,46869.83,2,1,0,88707.66,0
1187,98225315,APZUQ,608,Spain,Female,72,4,207165.45,2,1,0,129109.51,0
1188,86989724,QMRXB,484,Germany,Male,80,5,216994.94,1,1,1,107613.1,0
1189,75174203,RFWGZ,520,France,Male,88,9,130831.9,2,1,0,13558.52,0
1190,80635601,ZQSOH,559,Spain,Female,59,4,228139.44,3,1,0,88205.82,0
1191,85899393,GRXSX,585,France,Male,83,0,211207.16,1,0,1,127695.25,1
1192,28786176,USMYD,771,France,Male,90,4,182831.04,3,1,0,105916.7,0
1193,31232430,RGLNX,770,Germany,Female,64,9,183518.98,3,1,0,175691.75,0
1194,50473321,UEBWL,535,France,Male,69,0,26348.37,1,0,0,85733.18,0
1195,64148094,YPLMC,766,France,Male,35,2,67709.01,2,1,0,12386.15,0
1196,30153729,XLFWT,713,Spain,Female,35,1,16711.8,1,1,1,64130.72,0
1197,92932418,MDAWK,792,France,Male,41,0,2170.3,3,0,1,35777.8,0
1198,22790902,EOLVO,444,Germany,Male,40,3,39577.38,2,1,0,57543.76,0
1199,87582731,USLTM,727,Germany,Female,29,1,220121.8,1,1,1,78796.72,0
1200,87973011,YDXHE,360,Germany,Male,40,4,59968.51,3,0,1,138564.57,0
1201,16193956,AAUKC,417,France,Male,38,9,242538.49,2,0,1,71592.3,0
1202,23579173,YRGVS,728,Spain,Female,81,0,149322.75,3,1,1,177980.74,1
1203,99323229,WIEOC,559,Germany,Female,89,9,59314.62,2,0,1,66917.9,0
1204,91638280,FSFRV,545,France,Male,51,0,124282.7,2,0,1,36017.35,0
1205,84380340,FPTVD,718,Germany,Male,19,9,54773.71,1,0,1,42084.43,0
1206,66761259,MYBSN,447,Germany,Female,86,3,245993.39,2,1,1,187570.17,0
1207,13266402,UPEEE,442,Spain,Male,48,6,211816.25,3,1,0,96414.75,1
1208,57044083,VBLBQ,821,Germany,Male,85,1,6559.7,2,0,0,86593.95,0
1209,34899065,ENAKW,371,Spain,Male,87,1,236944.01,3,0,0,23091.17,0
1210,68436437,YWNJJ,799,France,Female,36,0,180266.28,2,0,0,149331.0,1
1211,74910615,TQSYV,521,Germany,Male,89,4,20595.31,2,0,0,141983.98,1
1212,97994960,ELUAX,732,France,Male,30,5,167659.44,1,1,0,81390.7,1
1213,24072989,ATOFJ,483,France,Female,82,5,161731.67,2,1,0,141435.07,1
1214,90235127,TIPME,775,France,Female,23,1,54697.19,2,1,0,79815.83,0
1215,81370810,JURCQ,374,Germany,Female,88,6,189611.68,3,1,1,23900.02,1
1216,93976173,RAUYW,534,Spain,Male,44,5,21766.18,3,0,0,150238.88,1
1217,19944790,TGKYP,434,Germany,Male,69,7,122361.3,3,1,0,193388.25,0
1218,89908991,FNFOP,404,France,Female,65,5,2480.8,2,0,1,133175.2,0
1219,91447632,CFVZV,600,Spain,Male,85,8,242184.37,3,0,1,62527.63,0
1220,78841329,JEVIN,493,France,Male,61,9,187890.91,3,0,0,61284.85,0
1221,63505232,WGTYY,700,Spain,Male,34,1,39713.02,2,0,0,186505.74,0
1222,90218637,UAFXL,747,Germany,Male,55,6,85418.51,3,1,0,67625.16,1
1223,54599847,LSZBR,516,Spain,Female,27,4,40140.59,1,0,1,155956.52,0
1224,58730049,BABGF,761,Germany,Female,71,0,191654.37,1,0,0,132153.85,0
1225,46413676,GYVWM,573,France,Male,23,2,14724.08,3,0,1,122594.34,0
1226,43877350,VTKCC,569,Spain,Female,23,3,210101.66,3,0,0,44404.23,0
1227,71658869,OREYG,528,France,Male,69,1,235549.08,3,1,1,16538.1,0
1228,96131989,LUBPY,468,Spain,Male,32,6,169156.99,2,0,1,102848.65,0
1229,76374125,KVGKP,782,Germany,Female,85,0,53241.36,1,1,1,197750.14,0
1230,77225603,DPSOO,614,Spain,Female,74,2,90022.52,1,0,0,47194.38,1
1231,41251097,CIJPX,791,Spain,Male,73,8,119309.97,3,1,0,112005.69,1
1232,76268268,UZQAY,778,Germany,Male,24,1,151156.19,3,0,1,137486.07,0
1233,25985249,KYPUZ,499,Germany,Male,68,4,167165.77,2,0,1,101898.77,0
1234,88987338,OYEXJ,765,Germany,Male,75,3,138553.68,2,1,1,106317.42,0
1235,53309893,VFJVV,802,Spain,Female,81,2,87828.48,1,1,0,135633.23,0
1236,44569361,OMEOU,564,France,Female,43,4,222729.32,2,1,1,164832.04,0
1237,20971177,VCYLT,546,Spain,Male,75,5,20348.01,1,0,0,73324.65,0
1238,70200291,IVFXJ,391,Spain,Male,48,0,116564.01,3,1,0,180862.29,0
1239,30080673,IDYMF,402,France,Female,83,1,193891.21,3,1,1,102131.17,0
1240,84052985,LQZGL,829,Germany,Male,30,0,15218.17,1,0,1,135756.72,0
1241,16238795,WINBA,792,Spain,Female,35,2,176333.8,3,1,0,30237.59,0
1242,91266262,SIZZO,679,France,Male,30,7,204927.91,2,0,0,103571.06,0
1243,65098996,DXUFE,600,Germany,Female,41,7,165207.82,3,0,0,13060.22,0
1244,57226729,DAUBA,644,Germany,Male,74,3,3234.22,3,1,1,84294.7,0
1245,74504149,FDYHP,727,Spain,Male,46,5,45034.26,1,0,0,20352.0,0
1246,61048404,DHHXX,620,Germany,Male,73,8,85528.27,2,0,0,180426.36,0
1247,68771482,YZCUX,804,Germany,Female,71,6,58422.51,2,0,1,137832.97,0
1248,80860062,NNBVD,762,France,Female,22,1,240663.04,3,0,0,160456.51,1
1249,67701082,DKSGC,472,France,Male,52,1,162898.48,3,1,1,98859.1,0
1250,25732903,HKVLM,716,Germany,Male,36,2,74242.74,2,1,1,171860.57,0
1251,13138145,LUWTQ,736,France,Male,72,7,232424.37,2,0,1,175877.71,0
1252,39063435,OJGKK,688,Germany,Male,86,9,185148.55,1,1,1,77795.47,1
1253,44780908,OQVKP,615,Spain,Female,61,8,71151.8,3,0,1,81602.43,0
1254,47738488,UBTYL,697,France,Female,55,2,94720.39,3,1,1,106565.73,0
1255,92125254,QGIKE,378,Germany,Female,79,8,49857.21,2,1,1,18026.26,1
1256,56361481,VZROT,812,Germany,Male,39,9,242768.5,1,0,1,199195.98,0
1257,45055276,SYLTG,384,France,Male,90,7,129324.12,2,0,1,78244.43,1
1258,63775257,SCTGZ,355,France,Female,57,4,224014.17,3,0,0,99460.23,0
1259,44954715,OVRXT,745,Spain,Male,43,9,86624.94,3,0,1,153403.84,0
1260,99813693,ZZEAW,460,Germany,Female,22,2,215210.4,3,1,0,66527.57,1
1261,91250937,QCQFV,643,Spain,Female,71,6,13471.71,3,0,0,48309.97,0
1262,77800621,ZMFNY,426,Spain,Female,66,8,245522.58,1,1,1,34215.52,0
1263,77499583,BROKV,698,Spain,Female,20,5,228008.59,3,1,1,110323.29,0
1264,53470977,ELHVV,496,France,Male,55,2,90800.74,2,0,1,11044.67,0
1265,53092987,NRPWJ,416,Spain,Female,31,4,193680.54,1,1,0,144808.93,0
1266,92822506,TVGYW,741,France,Male,64,6,188064.48,1,0,1,97664.01,0
1267,97182130,ZADQU,357,France,Female,31,7,225313.7,3,0,0,111046.34,0
1268,50381731,RXEPB,471,Spain,Female,90,3,76813.75,1,1,0,60008.88,0
1269,34694812,DLUVD,689,Spain,Female,55,1,116380.0,3,0,0,43868.08,0
1270,71399188,XVEAP,524,Germany,Female,81,9,216249.9,1,0,1,142998.04,1
1271,41970599,BICLL,737,Spain,Male,61,1,194644.86,1,0,1,49951.97,1
1272,61207679,WOJXT,528,Germany,Male,87,2,98366.68,2,1,0,158216.33,0
1273,49787171,RYHBL,434,Spain,Male,82,7,211431.31,2,1,0,48697.78,0
1274,11270896,CVYCD,800,Spain,Male,42,0,11738.51,2,0,0,126409.79,1
1275,21952314,HGFCB,394,Spain,Female,33,6,195511.58,1,0,0,132335.69,1
1276,78168486,ADAIB,485,Spain,Male,32,5,51691.46,2,1,1,106072.66,0
1277,81531239,TGTLC,692,Germany,Male,20,1,71530.23,2,1,1,199390.25,0
1278,26770274,NGBLV,365,Germany,Female,84,8,123303.71,2,0,0,81410.17,0
1279,60709813,RQQON,682,Spain,Male,54,4,112433.63,1,1,0,177831.02,0
1280,41354977,YVDPQ,544,Spain,Male,72,1,130142.53,3,0,0,42153.36,0
1281,41873646,OJOMP,845,Germany,Male,55,2,136193.9,2,0,1,74070.07,0
1282,81240343,FYHMG,358,France,Male,80,6,82881.92,1,0,1,37619.75,0
1283,52955157,VVHAY,665,France,Female,18,6,43806.88,1,1,0,124688.66,1
1284,69365444,QSNYQ,683,France,Female,88,9,192120.31,3,1,1,131268.89,0
1285,74445751,AVOSG,682,Germany,Male,36,0,99994.04,2,1,1,96165.76,0
1286,95518073,PJCJW,676,Germany,Female,69,9,126460.22,1,0,0,146830.6,0
1287,46905710,JNOGH,364,France,Male,47,3,161174.18,1,1,1,174853.97,0
1288,62673683,LARYH,676,France,Male,72,5,227409.48,1,1,1,157546.27,0
1289,34755666,DBFKM,451,Spain,Male,31,7,176888.21,3,0,1,55915.85,0
1290,15703394,IBDPG,575,Germany,Female,30,2,11364.81,2,1,1,70875.86,0
1291,96654442,VXEYI,774,Germany,Female,44,2,209640.09,1,0,1,82252.55,0
1292,21415376,UNJDP,627,France,Female,26,7,247338.75,1,0,1,48715.59,0
1293,86176890,PKBRV,757,France,Female,58,7,118121.26,1,1,0,78634.88,0
1294,23283692,BJWBD,462,Germany,Female,65,7,242397.58,1,1,0,55228.68,0
1295,99817241,YFDHG,834,Spain,Female,29,0,136832.19,2,0,0,199188.29,0
1296,33567809,IYFSO,777,France,Male,27,7,114904.0,2,1,1,158817.56,0
1297,65182836,ZEHXJ,350,Germany,Female,23,7,82851.19,1,1,1,173403.24,0
1298,12721864,IUKZL,615,Germany,Male,51,1,164388.72,1,1,1,185207.91,0
1299,64278856,YOVXT,840,Spain,Male,69,8,57455.11,1,0,0,136350.19,0
1300,43458471,RCAJJ,557,Spain,Female,58,6,26233.55,3,0,0,43435.55,0
1301,50539152,NBRWN,459,France,Male,23,7,6809.28,3,1,1,154119.95,0
1302,38104320,TQTIO,549,France,Male,19,1,73095.03,3,0,1,12966.18,0
1303,84842172,SYUVM,789,France,Male,32,3,98942.71,1,1,1,31513.78,1
1304,13875754,LXXBG,718,Germany,Female,34,6,138019.17,3,1,1,15621.05,0
1305,29482215,UQZIH,822,France,Female,33,5,73187.46,2,1,1,35734.57,0
1306,67696034,MJRRL,655,Germany,Male,45,6,246014.89,3,1,0,152880.81,0
1307,38356738,ETKPT,361,France,Female,89,0,72936.29,1,0,0,178241.31,0
1308,75564145,QZPCI,694,Spain,Male,27,7,110243.85,2,1,1,62979.65,0
1309,88021860,AMDZB,814,Spain,Female,27,6,25819.04,1,0,0,32634.17,0
1310,20047595,QZAZP,537,Germany,Male,27,3,65156.63,2,0,1,61862.34,0
1311,40908587,JCHRY,503,Spain,Male,90,0,12083.03,3,1,0,132951.61,0
1312,32564965,AWHAC,843,Germany,Female,45,7,139877.16,3,1,1,76538.58,0
1313,50131083,VNWHG,717,Germany,Female,41,9,187766.17,2,0,1,192617.74,0
1314,83976082,WZBJH,683,Spain,Female,36,6,48927.45,2,1,1,34885.97,0
1315,19004644,BYEKD,774,Germany,Female,85,7,91977.73,1,1,1,198165.08,0
1316,57517690,NLIPH,769,Spain,Female,73,9,4154.06,2,0,0,12365.82,0
1317,60760636,BJLRN,726,France,Male,84,0,209880.51,1,0,1,95821.66,0
1318,47639184,ZHBMX,628,France,Male,59,4,194990.88,2,0,1,57844.24,1
1319,64706505,VOJGV,520,Spain,Male,29,8,15813.51,2,1,1,117594.24,0
1320,23143608,RXDUG,483,Spain,Female,35,4,91216.9,3,1,1,28344.66,0
1321,46532022,MRFGO,844,Spain,Female,40,9,238821.65,3,0,0,176406.35,0
1322,55745469,MXZWZ,802,Spain,Male,23,2,98006.76,1,0,0,35940.02,1
1323,98780367,XMYUV,776,France,Male,70,8,131552.17,1,1,0,121603.97,0
1324,46045138,HNDJD,374,Germany,Male,59,8,88810.72,1,0,1,16335.9,0
1325,67874183,CDYBD,367,Germany,Male,83,3,149032.85,2,0,0,69088.5,0
1326,69912158,XWCIY,539,France,Female,47,3,244539.22,2,1,1,38447.35,0
1327,48808656,MGRSU,490,Germany,Male,26,7,249375.63,1,0,0,195790.86,0
1328,20880726,IRMEX,392,France,Female,59,6,193678.74,2,1,0,12284.06,0
1329,32992356,SFQXI,683,Germany,Male,51,4,101077.77,3,0,1,76955.11,0
1330,30515189,IOBEO,633,Spain,Female,57,5,123608.05,2,1,0,67527.45,0
1331,62534223,YELHB,495,Spain,Female,34,2,89182.83,3,1,1,134900.98,0
1332,33388869,VZFML,664,Spain,Female,46,5,246393.66,1,0,0,20711.81,0
1333,60795719,NFFOA,793,France,Female,67,7,176940.08,2,0,1,164017.38,0
1334,98798296,WNTAX,668,France,Male,66,9,112232.86,1,0,1,98639.52,0
1335,20563214,YUUMY,790,Germany,Male,90,8,3028.82,3,1,1,96026.79,0
1336,34374842,NKKXZ,441,Germany,Male,78,2,130120.85,1,0,1,53090.08,0
1337,91252249,SGOCH,528,Germany,Female,63,7,245982.05,3,1,0,103108.89,0
1338,97384552,VWTLE,405,France,Male,63,2,130765.23,3,0,1,79139.76,0
1339,38172140,QVIPR,504,Germany,Male,34,1,45606.67,1,1,0,56575.92,0
1340,68701337,SIPEE,509,Spain,Male,83,4,5523.44,3,0,1,42046.72,0
1341,45119150,PWOIS,460,Germany,Female,22,3,88675.94,1,1,1,148383.76,1
1342,65471391,VTOUD,486,Spain,Female,71,4,229557.01,1,1,1,36988.16,1
1343,87632265,XUZLI,581,France,Female,33,5,249138.53,1,1,1,41916.58,0
1344,91597126,YNLKM,829,Spain,Male,24,2,236341.99,3,1,0,119643.56,0
1345,33387092,CFJMV,817,Spain,Male,25,0,182355.0,3,1,0,52954.73,0
1346,29156053,OYGOS,569,Spain,Male,89,3,139535.68,2,1,1,97281.53,0
1347,49678201,KOFBZ,830,France,Female,55,5,147671.54,1,0,0,115054.3,0
1348,11524102,XYUYT,417,France,Male,71,1,134748.0,1,1,0,62141.65,1
1349,21579149,PZGIF,651,France,Female,32,1,176762.33,1,0,1,75275.31,1
1350,52607220,SANLW,598,France,Female,67,0,104718.31,1,0,0,49939.3,1
1351,62715014,ZDWIU,831,Germany,Female,73,8,167301.0,1,0,1,97480.65,1
1352,79144712,TEIIF,845,France,Female,26,2,30403.03,1,0,1,198555.98,0
1353,31900146,TVWJU,672,Spain,Male,25,1,66423.83,1,0,0,78915.26,1
1354,87937327,JLREV,759,France,Male,36,3,209000.76,2,0,0,134132.77,0
1355,19913841,PYNBO,741,Germany,Female,68,5,225937.23,2,0,1,130819.95,1
1356,76626362,ERZOL,355,Germany,Male,89,0,134752.06,1,1,1,159431.55,0
1357,39061846,FCBLL,813,Germany,Female,74,8,7908.9,1,0,1,145264.5,0
1358,70523996,CXQRY,629,Spain,Male,85,8,231743.39,2,0,0,12238.15,0
1359,33468625,VUBWC,781,France,Male,48,7,175516.06,2,1,1,68751.25,0
1360,88566365,VYNJR,836,France,Female,20,5,103506.98,1,1,1,175344.36,0
1361,13433382,NHGDT,443,France,Female,60,3,149594.74,1,0,1,112514.54,1
1362,85779042,EKGSC,778,Spain,Female,46,1,107443.71,2,1,1,29802.58,0
1363,38348817,XBKVC,618,Spain,Female,27,7,116334.81,2,0,1,62466.01,0
1364,80503913,FOXAK,546,Germany,Male,29,6,221702.47,1,1,0,63843.36,0
1365,93952230,AHUER,374,Germany,Female,63,3,40271.06,2,0,0,175903.7,0
1366,34728848,WYHKF,497,France,Male,47,2,25917.28,1,1,0,115146.24,0
1367,20822814,YELEJ,467,Spain,Female,49,5,682.19,3,0,0,125581.49,0
1368,99967767,LTYGR,687,Spain,Male,90,0,78500.09,1,1,0,79742.29,0
1369,58356322,KEQUN,716,France,Female,64,1,36853.44,1,0,1,21458.97,1
1370,62879148,BQSQE,687,France,Male,80,6,54996.37,1,1,0,24297.17,1
1371,72076001,MJRJL,415,Germany,Male,43,2,2809.75,2,1,1,89872.68,0
1372,52942594,GFWVT,807,Germany,Male,20,0,56798.85,1,1,0,43723.84,1
1373,47747492,UKVHP,650,Germany,Female,40,1,83177.9,1,1,0,29809.89,0
1374,25170521,FKTAB,719,France,Female,91,9,7891.87,2,1,1,59826.27,0
1375,35841846,WFLMA,524,France,Female,67,9,151976.03,3,0,0,150988.81,0
1376,22267883,CGPSC,668,Germany,Female,53,8,142200.09,3,0,0,23873.48,0
1377,52639398,XVYCJ,425,Germany,Male,30,6,24258.94,2,0,1,95162.92,0
1378,21984398,GLRHA,844,Spain,Male,46,6,148752.44,1,1,0,166956.56,1
1379,45396080,MREZE,810,Spain,Male,55,9,249663.48,3,1,0,60905.71,0
1380,40715395,NTKWQ,463,Germany,Female,22,7,236117.24,3,1,0,67356.1,0
1381,50686940,GEWKX,460,Germany,Male,37,7,667.75,2,0,1,177999.38,1
1382,33215061,QEMDC,598,Spain,Male,31,8,198844.58,3,0,0,133500.68,0
1383,36854296,KIDIL,788,Germany,Female,25,1,88401.32,3,0,0,161565.3,0
1384,92058636,ZNAYA,552,Spain,Female,65,7,15912.84,2,1,1,64948.8,1
1385,13828433,FDQAX,496,Spain,Male,30,7,73995.8,3,1,0,199388.11,1
1386,96621344,OSPUH,384,Spain,Female,41,4,80434.13,1,1,1,36770.31,1
1387,57149071,MMGCE,836,France,Female,82,4,130811.06,2,0,1,192768.05,0
1388,98334828,BPKED,658,France,Female,51,3,165270.94,1,1,1,181398.83,0
1389,17152747,QFMUY,375,Germany,Female,68,4,187263.9,1,1,1,114859.98,0
1390,71029245,XIEXG,587,Spain,Male,20,1,61475.76,2,1,0,121206.33,0
1391,58344513,HYSGN,363,France,Male,75,1,80442.64,3,0,0,157259.1,0
1392,11020154,QBDMF,723,Germany,Male,89,4,77095.43,2,0,1,68288.6,1
1393,48499601,MFQJA,394,Germany,Male,72,2,90684.22,3,0,0,110219.26,1
1394,16733215,DZRWC,777,Germany,Male,59,0,249914.08,1,1,0,181451.4,0
1395,85304674,UZMVP,565,Germany,Female,38,8,194485.83,3,1,0,22967.32,0
1396,42339834,TMXWH,582,Germany,Male,27,1,243747.62,1,0,1,182050.45,0
1397,50739629,AAWQO,542,Spain,Male,74,9,173277.76,1,1,0,148467.81,0
1398,39900787,XXZTE,400,Germany,Female,42,1,101567.68,1,1,1,156270.52,0
1399,83823165,CKJYD,776,Spain,Female,73,3,97436.05,2,1,1,22296.44,0
1400,37259197,UBIZD,724,France,Female,55,1,122145.29,3,0,0,45673.77,0
